time,q_cmd,dq_cmd,tau_cmd,q_meas,dq_meas,ddq_meas,tau_meas
1.679999999998726956e-01,9.796086978746856300e-01,4.559680374002506031e-01,0.000000000000000000e+00,8.267698884010314941e-01,4.834804534912109375e-01,0.000000000000000000e+00,1.462500000000000000e+01
1.699999999998724753e-01,9.815370406774396317e-01,4.596971408739321530e-01,0.000000000000000000e+00,8.279842734336853027e-01,4.976070225238800049e-01,0.000000000000000000e+00,1.453125000000000000e+01
1.719999999998722551e-01,9.834835998102942067e-01,4.633679042568958906e-01,0.000000000000000000e+00,8.289430141448974609e-01,5.017647147178649902e-01,0.000000000000000000e+00,1.331250000000000000e+01
1.739999999998720348e-01,9.854482176158771978e-01,4.669797564181775718e-01,0.000000000000000000e+00,8.299656510353088379e-01,5.051916837692260742e-01,0.000000000000000000e+00,1.425000000000000000e+01
1.759999999998718145e-01,9.874307348730604339e-01,4.705321301560658753e-01,0.000000000000000000e+00,8.299656510353088379e-01,5.051916837692260742e-01,0.000000000000000000e+00,1.425000000000000000e+01
1.779999999998715943e-01,9.894309908064696790e-01,4.740244622372576933e-01,0.000000000000000000e+00,8.314037919044494629e-01,5.220737457275390625e-01,0.000000000000000000e+00,1.556250000000000000e+01
1.799999999998713740e-01,9.914488230960890602e-01,4.774561934357925419e-01,0.000000000000000000e+00,8.328099250793457031e-01,5.377498865127563477e-01,0.000000000000000000e+00,1.387500000000000000e+01
1.819999999998711537e-01,9.934840678869597541e-01,4.808267685717647066e-01,0.000000000000000000e+00,8.356221914291381836e-01,5.674372315406799316e-01,0.000000000000000000e+00,1.528125000000000000e+01
1.839999999998709335e-01,9.955365597989724868e-01,4.841356365498090120e-01,0.000000000000000000e+00,8.356221914291381836e-01,5.674372315406799316e-01,0.000000000000000000e+00,1.528125000000000000e+01
1.859999999998707132e-01,9.976061319367537372e-01,4.873822503973608278e-01,0.000000000000000000e+00,8.369804024696350098e-01,5.785936117172241211e-01,0.000000000000000000e+00,1.443750000000000000e+01
1.879999999998704929e-01,9.996926158996437550e-01,4.905660673026860930e-01,0.000000000000000000e+00,8.381788730621337891e-01,5.890283584594726562e-01,0.000000000000000000e+00,1.359375000000000000e+01
1.899999999998702727e-01,1.001795841791767838e+00,4.936865486526799129e-01,0.000000000000000000e+00,8.396329283714294434e-01,6.069107055664062500e-01,0.000000000000000000e+00,1.500000000000000000e+01
1.919999999998700524e-01,1.003915638232198981e+00,4.967431600704313444e-01,0.000000000000000000e+00,8.411509394645690918e-01,6.202033162117004395e-01,0.000000000000000000e+00,1.471875000000000000e+01
1.939999999998698321e-01,1.006051832365211007e+00,4.997353714525527568e-01,0.000000000000000000e+00,8.423653244972229004e-01,6.246873736381530762e-01,0.000000000000000000e+00,1.434375000000000000e+01
1.959999999998696119e-01,1.008204249870623626e+00,5.026626570062711075e-01,0.000000000000000000e+00,8.438354134559631348e-01,6.397508382797241211e-01,0.000000000000000000e+00,1.490625000000000000e+01
1.979999999998693916e-01,1.010372714974235864e+00,5.055244952862792962e-01,0.000000000000000000e+00,8.455930948257446289e-01,6.552504897117614746e-01,0.000000000000000000e+00,1.537500000000000000e+01
1.999999999998691713e-01,1.012557050458351204e+00,5.083203692313452704e-01,0.000000000000000000e+00,8.468874096870422363e-01,6.548587679862976074e-01,0.000000000000000000e+00,1.396875000000000000e+01
2.019999999998689511e-01,1.014757077672389318e+00,5.110497662006772135e-01,0.000000000000000000e+00,8.486131429672241211e-01,6.681309938430786133e-01,0.000000000000000000e+00,1.621875000000000000e+01
2.039999999998687308e-01,1.016972616543587948e+00,5.137121780100426527e-01,0.000000000000000000e+00,8.486131429672241211e-01,6.681309938430786133e-01,0.000000000000000000e+00,1.621875000000000000e+01
2.059999999998685105e-01,1.019203485587791835e+00,5.163071009676387657e-01,0.000000000000000000e+00,8.503068685531616211e-01,6.821162104606628418e-01,0.000000000000000000e+00,1.546875000000000000e+01
2.079999999998682902e-01,1.021449501920329572e+00,5.188340359097128873e-01,0.000000000000000000e+00,8.517609834671020508e-01,6.880985498428344727e-01,0.000000000000000000e+00,1.575000000000000000e+01
2.099999999998680700e-01,1.023710481266975503e+00,5.212924882359304402e-01,0.000000000000000000e+00,8.551805019378662109e-01,7.231748700141906738e-01,0.000000000000000000e+00,1.340625000000000000e+01
